facility_id,predicted_satisfaction,actual_satisfaction,rank,priority,feature,shap_impact,recommendation,estimated_impact
,72.37,72.88,3,HIGH,MORT_30_AMI,0.1178,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.82,72.88,1,HIGH,OP_18b,0.1532,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.82,72.88,2,HIGH,MORT_30_AMI,0.1285,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.82,72.88,3,LOW,deprivation_index,0.1089,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,73.36,72.88,1,LOW,deprivation_index,0.1277,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,73.36,72.88,2,HIGH,MORT_30_AMI,0.1083,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.36,72.88,3,HIGH,OP_18b,0.0685,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.84,72.88,1,HIGH,OP_18b,0.1555,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.84,72.88,2,HIGH,MORT_30_AMI,0.1279,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.84,72.88,3,LOW,deprivation_index,0.1088,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.83,72.88,1,HIGH,OP_18b,0.1461,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.83,72.88,2,HIGH,MORT_30_AMI,0.1301,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.83,72.88,3,LOW,deprivation_index,0.1121,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.65,72.88,1,HIGH,OP_18b,0.2361,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.65,72.88,2,HIGH,MORT_30_AMI,0.1289,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.65,72.88,3,LOW,deprivation_index,0.1269,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.85,72.88,1,MEDIUM,bed_count,0.627,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.85,72.88,2,HIGH,MORT_30_AMI,0.14,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.85,72.88,3,LOW,deprivation_index,0.0806,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.64,72.88,1,HIGH,OP_18b,0.231,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.64,72.88,2,HIGH,MORT_30_AMI,0.1295,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.64,72.88,3,LOW,deprivation_index,0.1229,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.76,72.88,1,MEDIUM,bed_count,1.6331,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.76,72.88,2,HIGH,hospital_overall_rating,-0.1617,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,72.76,72.88,3,HIGH,MORT_30_AMI,0.1197,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.76,72.88,1,MEDIUM,bed_count,1.6331,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.76,72.88,2,HIGH,hospital_overall_rating,-0.1617,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,72.76,72.88,3,HIGH,MORT_30_AMI,0.1197,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.85,72.88,1,MEDIUM,bed_count,0.2238,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.85,72.88,2,HIGH,MORT_30_AMI,0.1428,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.85,72.88,3,LOW,deprivation_index,0.0989,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.85,72.88,1,MEDIUM,bed_count,0.203,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.85,72.88,2,HIGH,MORT_30_AMI,0.1428,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.85,72.88,3,LOW,deprivation_index,0.0989,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.98,72.88,1,MEDIUM,bed_count,0.2424,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.98,72.88,2,HIGH,MORT_30_AMI,0.1416,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.98,72.88,3,LOW,deprivation_index,0.0947,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.76,72.88,1,MEDIUM,bed_count,1.6331,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.76,72.88,2,HIGH,hospital_overall_rating,-0.1617,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,72.76,72.88,3,HIGH,MORT_30_AMI,0.1197,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.85,72.88,1,MEDIUM,bed_count,0.4189,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.85,72.88,2,HIGH,MORT_30_AMI,0.1311,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.85,72.88,3,LOW,deprivation_index,0.092,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,73.08,72.88,1,LOW,deprivation_index,0.1581,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,73.08,72.88,2,HIGH,OP_18b,0.1436,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,73.08,72.88,3,HIGH,MORT_30_AMI,0.1212,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.96,72.88,1,MEDIUM,bed_count,0.2642,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.96,72.88,2,HIGH,MORT_30_AMI,0.1214,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.96,72.88,3,LOW,deprivation_index,0.0934,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,73.05,72.88,1,MEDIUM,bed_count,1.0599,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,73.05,72.88,2,HIGH,MORT_30_AMI,0.1327,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.05,72.88,3,HIGH,hospital_overall_rating,-0.1147,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,72.82,72.88,1,HIGH,OP_18b,0.1556,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.82,72.88,2,HIGH,MORT_30_AMI,0.1281,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.82,72.88,3,LOW,deprivation_index,0.109,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.88,72.88,1,MEDIUM,bed_count,0.4359,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.88,72.88,2,HIGH,MORT_30_AMI,0.1338,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.88,72.88,3,LOW,deprivation_index,0.0909,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.44,72.88,1,HIGH,OP_18b,0.2491,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.44,72.88,2,LOW,deprivation_index,0.1337,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.44,72.88,3,HIGH,MORT_30_AMI,0.1225,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.44,72.88,1,HIGH,OP_18b,0.2491,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.44,72.88,2,LOW,deprivation_index,0.1337,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.44,72.88,3,HIGH,MORT_30_AMI,0.1225,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.66,72.88,1,HIGH,OP_18b,0.231,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.66,72.88,2,HIGH,MORT_30_AMI,0.1292,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.66,72.88,3,LOW,deprivation_index,0.1267,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,73.05,72.88,1,MEDIUM,bed_count,1.0599,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,73.05,72.88,2,HIGH,MORT_30_AMI,0.1327,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.05,72.88,3,HIGH,hospital_overall_rating,-0.1147,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,72.6,72.88,1,HIGH,OP_18b,0.2153,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.6,72.88,2,HIGH,MORT_30_AMI,0.1315,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.6,72.88,3,LOW,deprivation_index,0.1198,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.98,72.88,1,MEDIUM,bed_count,0.2797,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.98,72.88,2,HIGH,MORT_30_AMI,0.1224,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.98,72.88,3,LOW,deprivation_index,0.0952,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.96,72.88,1,MEDIUM,bed_count,0.2642,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.96,72.88,2,HIGH,MORT_30_AMI,0.1214,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.96,72.88,3,LOW,deprivation_index,0.0934,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.64,72.88,1,HIGH,OP_18b,0.2284,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.64,72.88,2,HIGH,MORT_30_AMI,0.1289,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.64,72.88,3,LOW,deprivation_index,0.1198,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.66,72.88,1,MEDIUM,bed_count,1.4011,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.66,72.88,2,HIGH,hospital_overall_rating,-0.1607,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,72.66,72.88,3,HIGH,MORT_30_AMI,0.1223,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.85,72.88,1,MEDIUM,bed_count,0.4189,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.85,72.88,2,HIGH,MORT_30_AMI,0.1311,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.85,72.88,3,LOW,deprivation_index,0.092,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.93,72.88,1,HIGH,MORT_30_AMI,0.1313,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.93,72.88,2,HIGH,OP_18b,0.1042,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.93,72.88,3,LOW,deprivation_index,0.0865,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,73.05,72.88,1,MEDIUM,bed_count,1.0599,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,73.05,72.88,2,HIGH,MORT_30_AMI,0.1327,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.05,72.88,3,HIGH,hospital_overall_rating,-0.1147,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,72.98,72.88,1,MEDIUM,bed_count,0.2424,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
